id,basicwgt,statecensus,age,sex,race_ethnicity,educ,laborforce,industry,Occupation,educ_code
7.14E+13,3911.7893,AZ,63,Male,White,College,Employed-absent,Manufacturing,Software Developers,4
7.14E+13,3635.3274,AZ,59,Female,White,Some college,Not in labor force-retired,,-1,3
7.15E+13,4569.2998,AZ,33,Female,Hispanic,Less than high school,Employed-at work,Professional and business services,Janitors and Building Cleaners,1
7.15E+13,,AZ,7,Female,Hispanic,,,,-1,NA
7.15E+13,,AZ,9,Male,Hispanic,,,,-1,NA
7.15E+13,,AZ,11,Male,Hispanic,,,,-1,NA
7.15E+13,,AZ,15,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
7.15E+13,3550.0356,AZ,52,Female,Hispanic,Less than high school,Employed-at work,Other services,Maids and Housekeeping Cleaners,1
7.16E+13,3691.0339,AZ,74,Male,White,Some college,Not in labor force-retired,,-1,3
7.91E+13,3064.6467,AZ,69,Female,White,Advanced,Not in labor force-retired,,-1,5
7.91E+13,3207.8193,AZ,70,Male,White,College,Not in labor force-retired,,-1,4
8.30E+13,3913.605,AZ,50,Female,White,Some college,Employed-at work,Educational and health services,Compensation and Benefits Managers,3
8.30E+13,5855.9282,AZ,21,Female,Hispanic,Some college,Employed-at work,Educational and health services,Personal Care Aides,3
9.61E+13,4835.7915,AZ,32,Male,White,Some college,Employed-at work,Public administration,Police Officers,3
1.01E+14,5030.9868,AZ,32,Female,White,Some college,Employed-at work,Educational and health services,Childcare Workers,3
1.01E+14,9018.4316,AZ,27,Male,Black,High school,Employed-at work,Professional and business services,Pest Control Workers,2
1.04E+14,3931.1084,AZ,74,Male,White,Advanced,Not in labor force-retired,,-1,5
1.04E+14,4135.9229,AZ,31,Female,White,Some college,Unemployed-looking,Professional and business services,Customer Service Representatives,3
1.04E+14,3563.2166,AZ,36,Male,White,Some college,Unemployed-looking,Professional and business services,"Laborers and Freight, Stock, and Material Movers, Hand",3
1.05E+14,4024.1458,AZ,73,Male,Hispanic,Less than high school,Employed-at work,Construction,Roofers,1
1.10E+14,4004.3357,AZ,49,Female,Hispanic,Less than high school,Employed-at work,Professional and business services,Janitors and Building Cleaners,1
1.10E+14,3497.3838,AZ,43,Male,Hispanic,High school,Employed-at work,Other services,First-Line Supervisors of Non-Retail Sales Workers,2
1.10E+14,,AZ,13,Male,Hispanic,,,,-1,NA
1.10E+14,4446.2236,AZ,24,Female,Hispanic,High school,Employed-at work,Wholesale and retail trade,"Graders and Sorters, Agricultural Products",2
1.10E+14,4339.5171,AZ,24,Male,Hispanic,High school,Employed-at work,Construction,"Helpers, Construction Trades",2
1.10E+14,4519.1855,AZ,25,Male,Hispanic,High school,Employed-at work,Other services,Automotive Glass Installers and Repairers,2
1.10E+14,3612.0747,AZ,50,Female,White,College,Employed-at work,Construction,"Office Clerks, General",4
1.10E+14,3708.5874,AZ,50,Male,White,Advanced,Employed-at work,Construction,Chief Executives,5
1.10E+14,5130.2988,AZ,22,Male,White,College,Not in labor force-other,,-1,4
1.10E+14,3247.8713,AZ,65,Male,White,Some college,Not in labor force-retired,,-1,3
1.10E+14,3808.4126,AZ,58,Female,White,Some college,Not in labor force-retired,,-1,3
1.10E+14,5370.3403,AZ,50,Female,Black,College,Employed-at work,Financial activities,"Compensation, Benefits, and Job Analysis Specialists",4
1.10E+14,,AZ,6,Male,Black,,,,-1,NA
1.10E+14,,AZ,7,Male,Black,,,,-1,NA
1.11E+14,3334.5405,AZ,80,Female,White,College,Not in labor force-retired,,-1,4
1.12E+14,4334.7031,AZ,33,Male,White,Some college,Unemployed-on layoff,Transportation and utilities,Other Production Workers,3
1.12E+14,3375.511,AZ,38,Female,White,Some college,Not in labor force-other,,-1,3
1.12E+14,,AZ,1,Female,White,,,,-1,NA
1.12E+14,,AZ,3,Male,White,,,,-1,NA
1.12E+14,,AZ,11,Male,White,,,,-1,NA
1.12E+14,,AZ,12,Female,White,,,,-1,NA
1.12E+14,,AZ,13,Female,White,,,,-1,NA
1.12E+14,4252.0449,AZ,42,Female,Hispanic,High school,Employed-at work,Educational and health services,Teaching Assistants,2
1.12E+14,4355.021,AZ,43,Male,Hispanic,College,Employed-at work,Wholesale and retail trade,Retail Salespersons,4
1.12E+14,3843.8313,AZ,16,Male,Hispanic,Less than high school,Not in labor force-other,,-1,1
1.12E+14,4343.4316,AZ,19,Female,Hispanic,Some college,Employed-at work,Leisure and hospitality,Fast Food and Counter Workers,3
1.12E+14,5055.915,AZ,24,Male,Hispanic,Some college,Employed-at work,Public administration,Firefighters,3
1.12E+14,3374.9231,AZ,78,Male,White,College,Not in labor force-retired,,-1,4
1.12E+14,3324.5674,AZ,69,Female,White,High school,Not in labor force-retired,,-1,2
1.12E+14,3354.7188,AZ,69,Male,White,Some college,Employed-at work,Transportation and utilities,Driver/Sales Workers and Truck Drivers,3
1.16E+14,4732.8452,AZ,33,Male,White,College,Employed-at work,Manufacturing,"Sales Representatives, Wholesale and Manufacturing",4
1.16E+14,3903.8091,AZ,42,Male,White,Advanced,Employed-at work,Financial activities,Insurance Underwriters,5
1.16E+14,5905.6943,AZ,32,Male,Black,High school,Employed-at work,Financial activities,"Property, Real Estate, and Community Association Managers",2
1.22E+14,3251.6199,AZ,71,Female,White,High school,Not in labor force-retired,,-1,2
1.22E+14,3709.8899,AZ,68,Male,Hispanic,High school,Employed-at work,Transportation and utilities,Security Guards and Gambling Surveillance Officers,2
1.25E+14,4413.0532,AZ,38,Male,White,Some college,Employed-at work,Financial activities,First-Line Supervisors of Non-Retail Sales Workers,3
1.27E+14,3354.7188,AZ,65,Male,White,Advanced,Employed-at work,Financial activities,Chief Executives,5
1.27E+14,3797.4351,AZ,37,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
1.27E+14,3497.3838,AZ,40,Male,Hispanic,Less than high school,Employed-at work,Other services,Cleaners of Vehicles and Equipment,1
1.27E+14,,AZ,8,Female,Hispanic,,,,-1,NA
1.27E+14,,AZ,10,Male,Hispanic,,,,-1,NA
1.27E+14,,AZ,12,Male,Hispanic,,,,-1,NA
1.27E+14,,AZ,15,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
1.27E+14,3768.678,AZ,32,Female,Hispanic,Some college,Employed-at work,Financial activities,First-Line Supervisors of Non-Retail Sales Workers,3
1.27E+14,,AZ,1,Female,Hispanic,,,,-1,NA
1.27E+14,,AZ,4,Male,Hispanic,,,,-1,NA
1.27E+14,,AZ,12,Male,Hispanic,,,,-1,NA
1.27E+14,3566.8826,AZ,18,Male,Hispanic,Less than high school,Not in labor force-other,,-1,1
1.27E+14,3832.2134,AZ,32,Female,White,High school,Employed-at work,Wholesale and retail trade,Project Management Specialists,2
1.27E+14,3832.2134,AZ,32,Female,White,Some college,Employed-at work,Wholesale and retail trade,General and Operations Managers,3
1.29E+14,3567.5652,AZ,49,Female,White,Some college,Employed-at work,Professional and business services,Project Management Specialists,3
1.29E+14,3772.783,AZ,51,Male,White,College,Employed-at work,Financial activities,Real Estate Brokers and Sales Agents,4
1.29E+14,3828.5276,AZ,58,Female,White,Some college,Employed-at work,Professional and business services,First-Line Supervisors of Office and Administrative Support Workers,3
1.29E+14,4431.4736,AZ,56,Male,White,Some college,Employed-at work,Manufacturing,"Bookkeeping, Accounting, and Auditing Clerks",3
1.29E+14,4431.4736,AZ,59,Male,White,High school,Employed-at work,Financial activities,First-Line Supervisors of Non-Retail Sales Workers,2
1.29E+14,3903.8091,AZ,42,Male,White,College,Employed-at work,Professional and business services,Tax Preparers,4
1.29E+14,3891.1616,AZ,42,Female,White,College,Not in labor force-other,,-1,4
1.29E+14,,AZ,8,Male,White,,,,-1,NA
1.29E+14,,AZ,11,Female,White,,,,-1,NA
1.29E+14,,AZ,11,Female,White,,,,-1,NA
1.29E+14,,AZ,13,Male,White,,,,-1,NA
1.37E+14,4014.2815,AZ,42,Male,White,Some college,Not in labor force-other,,-1,3
1.40E+14,3902.2183,AZ,55,Female,Asian,College,Employed-at work,Educational and health services,Nursing Assistants,4
1.40E+14,3531.4163,AZ,57,Male,White,College,Employed-at work,Wholesale and retail trade,Retail Salespersons,4
1.40E+14,4268.1675,AZ,38,Male,Hispanic,Some college,Employed-at work,Construction,Electricians,3
1.40E+14,3797.4351,AZ,38,Female,Hispanic,College,Not in labor force-other,,-1,4
1.40E+14,,AZ,1,Female,Hispanic,,,,-1,NA
1.40E+14,,AZ,2,Male,Hispanic,,,,-1,NA
1.40E+14,,AZ,4,Male,Hispanic,,,,-1,NA
1.41E+14,3971.0811,AZ,60,Male,White,College,Employed-at work,Public administration,Software Developers,4
1.41E+14,3530.8958,AZ,62,Male,White,High school,Not in labor force-other,,-1,2
1.41E+14,3056.6428,AZ,75,Male,White,College,Employed-at work,Wholesale and retail trade,First-Line Supervisors of Retail Sales Workers,4
1.41E+14,3578.8123,AZ,78,Male,White,College,Not in labor force-retired,,-1,4
1.41E+14,3551.0918,AZ,79,Female,White,Some college,Not in labor force-retired,,-1,3
1.41E+14,4327.3672,AZ,69,Female,White,Some college,Not in labor force-retired,,-1,3
1.41E+14,4366.7896,AZ,61,Male,Asian,Advanced,Not in labor force-retired,,-1,5
1.41E+14,4995.8511,AZ,29,Female,Asian,Advanced,Not in labor force-retired,,-1,5
1.42E+14,4850.4053,AZ,23,Male,Hispanic,Less than high school,Employed-at work,Construction,Roofers,1
1.42E+14,4924.0371,AZ,22,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
1.42E+14,,AZ,15,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
1.44E+14,3903.5115,AZ,60,Male,White,Some college,Employed-at work,Construction,Construction Laborers,3
1.44E+14,4073.8015,AZ,53,Female,White,High school,Employed-at work,Other services,Maids and Housekeeping Cleaners,2
1.61E+14,3064.6467,AZ,68,Female,White,College,Not in labor force-retired,,-1,4
1.61E+14,3357.614,AZ,69,Male,White,Advanced,Not in labor force-retired,,-1,5
1.61E+14,4035.4233,AZ,75,Female,Asian,Advanced,Not in labor force-other,,-1,5
1.61E+14,3532.9373,AZ,35,Female,White,Some college,Employed-at work,Public administration,"Tax Examiners and Collectors, and Revenue Agents",3
1.61E+14,,AZ,4,Male,White,,,,-1,NA
1.62E+14,4020.0183,AZ,40,Female,White,College,Employed-at work,Educational and health services,Elementary and Middle School Teachers,4
1.62E+14,3595.8899,AZ,41,Male,White,College,Employed-at work,Professional and business services,General and Operations Managers,4
1.62E+14,,AZ,5,Female,White,,,,-1,NA
1.62E+14,,AZ,10,Female,White,,,,-1,NA
1.62E+14,3433.343,AZ,80,Male,White,College,Not in labor force-retired,,-1,4
1.62E+14,3608.4116,AZ,61,Male,White,College,Not in labor force-retired,,-1,4
1.62E+14,3948.3022,AZ,77,Female,White,High school,Not in labor force-retired,,-1,2
1.63E+14,3651.458,AZ,69,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
1.63E+14,4247.1377,AZ,66,Male,Hispanic,Less than high school,Not in labor force-retired,,-1,1
1.63E+14,4526.7739,AZ,41,Male,Hispanic,Less than high school,Employed-at work,Construction,Roofers,1
1.64E+14,5925.0327,AZ,36,Male,Black,High school,Employed-at work,Professional and business services,Janitors and Building Cleaners,2
1.64E+14,,AZ,4,Male,Black,,,,-1,NA
1.64E+14,,AZ,13,Male,Black,,,,-1,NA
1.65E+14,3324.5674,AZ,67,Female,White,High school,Not in labor force-retired,,-1,2
1.65E+14,3470.8162,AZ,61,Male,White,Less than high school,Not in labor force-disabled,,-1,1
1.65E+14,5050.5078,AZ,23,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
1.65E+14,4813.8179,AZ,23,Male,Hispanic,Less than high school,Employed-at work,Wholesale and retail trade,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1
1.65E+14,,AZ,2,Female,Hispanic,,,,-1,NA
1.65E+14,,AZ,6,Male,Hispanic,,,,-1,NA
1.65E+14,4085.042,AZ,26,Male,Hispanic,High school,Employed-at work,Leisure and hospitality,Cooks,2
1.65E+14,4342.0493,AZ,39,Male,Hispanic,Less than high school,Employed-at work,Educational and health services,Social and Human Service Assistants,1
1.65E+14,3376.0725,AZ,16,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
1.65E+14,3566.8826,AZ,17,Male,Hispanic,Less than high school,Not in labor force-other,,-1,1
1.65E+14,3568.2805,AZ,62,Female,Hispanic,Advanced,Unemployed-on layoff,Educational and health services,Secondary School Teachers,5
1.65E+14,3755.146,AZ,60,Male,White,Advanced,Employed-at work,Manufacturing,Aerospace Engineers,5
1.65E+14,4155.7539,AZ,25,Male,Hispanic,High school,Employed-at work,Professional and business services,Landscaping and Groundskeeping Workers,2
1.65E+14,4612.0562,AZ,73,Female,Hispanic,High school,Employed-at work,Professional and business services,Janitors and Building Cleaners,2
1.65E+14,4491.5513,AZ,34,Female,Hispanic,High school,Employed-at work,Leisure and hospitality,Waiters and Waitresses,2
1.67E+14,5638.127,AZ,39,Female,Black,Some college,Employed-absent,Construction,"Dispatchers, Except Police, Fire, and Ambulance",3
1.72E+14,3759.4583,AZ,76,Male,White,Some college,Employed-at work,Manufacturing,Machinists,3
1.72E+14,3827.8352,AZ,80,Male,White,High school,Not in labor force-retired,,-1,2
1.72E+14,5725.3335,AZ,24,Male,Hispanic,College,Employed-at work,Public administration,Police Officers,4
1.77E+14,3233.9368,AZ,74,Male,White,College,Unemployed-looking,Mining,Petroleum Engineers,4
1.77E+14,4299.8418,AZ,65,Female,Black,College,Not in labor force-retired,,-1,4
1.77E+14,3106.2935,AZ,64,Male,White,Advanced,Not in labor force-retired,,-1,5
1.77E+14,5090.4604,AZ,35,Male,Black,High school,Not in labor force-other,,-1,2
1.77E+14,4888.9839,AZ,41,Female,Hispanic,College,Employed-at work,Educational and health services,Physician Assistants,4
1.77E+14,4785.7803,AZ,42,Male,Hispanic,College,Employed-at work,Educational and health services,Computer Support Specialists,4
1.77E+14,,AZ,12,Male,Hispanic,,,,-1,NA
1.77E+14,,AZ,14,Female,Hispanic,,,,-1,NA
1.77E+14,5577.7139,AZ,19,Male,Hispanic,High school,Employed-at work,Leisure and hospitality,Fast Food and Counter Workers,2
1.77E+14,5102.5479,AZ,22,Male,Hispanic,Some college,Employed-at work,Leisure and hospitality,First-Line Supervisors of Food Preparation and Serving Workers,3
1.77E+14,3666.2991,AZ,64,Female,Asian,College,Not in labor force-retired,,-1,4
1.77E+14,3428.4619,AZ,69,Female,Hispanic,Some college,Not in labor force-retired,,-1,3
1.77E+14,3872.4626,AZ,70,Male,Hispanic,High school,Not in labor force-retired,,-1,2
1.77E+14,5219.5068,AZ,39,Male,Hispanic,Less than high school,Employed-at work,Professional and business services,Industrial Truck and Tractor Operators,1
1.77E+14,3543.2256,AZ,75,Female,Hispanic,Less than high school,Not in labor force-retired,,-1,1
1.79E+14,4459.6846,AZ,55,Male,Hispanic,Less than high school,Unemployed-looking,Other services,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,1
1.79E+14,5319.231,AZ,62,Female,Other,Less than high school,Not in labor force-disabled,,-1,1
1.93E+14,4085.9946,AZ,69,Male,Hispanic,Some college,Not in labor force-retired,,-1,3
1.93E+14,3902.2261,AZ,59,Female,White,Some college,Not in labor force-retired,,-1,3
1.93E+14,4383.3916,AZ,73,Male,Hispanic,Advanced,Employed-at work,Professional and business services,Lawyers,5
1.93E+14,4073.197,AZ,70,Female,White,Advanced,Not in labor force-retired,,-1,5
1.93E+14,4454.8696,AZ,30,Male,White,College,Employed-at work,Wholesale and retail trade,Project Management Specialists,4
1.93E+14,3917.1616,AZ,31,Female,White,College,Not in labor force-other,,-1,4
1.93E+14,,AZ,0,Male,White,,,,-1,NA
1.93E+14,,AZ,2,Male,White,,,,-1,NA
1.96E+14,4801.4058,AZ,57,Male,White,High school,Employed-at work,Wholesale and retail trade,"Sales Representatives, Wholesale and Manufacturing",2
2.05E+14,4358.1929,AZ,38,Female,White,College,Employed-at work,Other services,"Managers, All Other",4
2.05E+14,5366.3682,AZ,37,Male,Hispanic,Some college,Employed-at work,Professional and business services,"Managers, All Other",3
2.05E+14,,AZ,5,Female,Hispanic,,,,-1,NA
2.05E+14,,AZ,9,Male,White,,,,-1,NA
2.05E+14,3456.093,AZ,70,Female,White,Advanced,Not in labor force-retired,,-1,5
2.05E+14,3644.0984,AZ,80,Female,White,High school,Not in labor force-retired,,-1,2
2.10E+14,5528.5005,AZ,23,Male,Hispanic,Some college,Employed-at work,Professional and business services,Landscaping and Groundskeeping Workers,3
2.10E+14,4723.7651,AZ,22,Female,White,Less than high school,Employed-at work,Wholesale and retail trade,"Sales Representatives, Wholesale and Manufacturing",1
2.11E+14,4875.418,AZ,59,Male,Black,High school,Not in labor force-disabled,,-1,2
2.11E+14,3548.7878,AZ,34,Female,White,Some college,Not in labor force-other,,-1,3
2.11E+14,4252.4268,AZ,32,Male,White,College,Employed-at work,Wholesale and retail trade,Retail Salespersons,4
2.11E+14,,AZ,8,Female,White,,,,-1,NA
2.11E+14,,AZ,9,Male,White,,,,-1,NA
2.14E+14,3971.0811,AZ,61,Male,White,College,Employed-at work,Manufacturing,Electrical and Electronics Engineers,4
2.16E+14,4557.6313,AZ,76,Female,White,High school,Not in labor force-retired,,-1,2
2.16E+14,4584.6797,AZ,26,Male,White,High school,Unemployed-looking,Leisure and hospitality,Tour and Travel Guides,2
2.16E+14,4686.9634,AZ,21,Male,White,High school,Employed-at work,Wholesale and retail trade,Retail Salespersons,2
2.16E+14,4347.7793,AZ,23,Female,Hispanic,High school,Employed-at work,Wholesale and retail trade,"Inspectors, Testers, Sorters, Samplers, and Weighers",2
2.16E+14,5015.7261,AZ,24,Male,Hispanic,High school,Employed-at work,Wholesale and retail trade,"Motor Vehicle Operators, All Other",2
2.19E+14,7575.4102,AZ,28,Female,Asian,College,Employed-at work,Educational and health services,Financial Managers,4
2.29E+14,3628.2295,AZ,72,Male,White,Some college,Not in labor force-retired,,-1,3
2.29E+14,4162.1895,AZ,63,Female,White,Some college,Not in labor force-retired,,-1,3
2.35E+14,3719.72,AZ,27,Female,White,College,Employed-at work,Manufacturing,Aerospace Engineers,4
2.44E+14,3798.4868,AZ,40,Male,Asian,Some college,Employed-at work,Professional and business services,"Managers, All Other",3
